2024-09-13 15:55:24,158 INFO    StreamThr :2615847 [internal.py:wandb_internal():86] W&B internal server running at pid: 2615847, started at: 2024-09-13 15:55:24.158068
2024-09-13 15:55:24,159 DEBUG   HandlerThread:2615847 [handler.py:handle_request():144] handle_request: status
2024-09-13 15:55:24,161 INFO    WriterThread:2615847 [datastore.py:open_for_write():85] open: /home/rpgsbs/r01al21/PycharmProjects/pythonProject/ES2/wandb/offline-run-20240913_155524-s01fjjd9/run-s01fjjd9.wandb
2024-09-13 15:55:24,222 DEBUG   HandlerThread:2615847 [handler.py:handle_request():144] handle_request: run_start
2024-09-13 15:55:24,263 DEBUG   HandlerThread:2615847 [system_info.py:__init__():31] System info init
2024-09-13 15:55:24,263 DEBUG   HandlerThread:2615847 [system_info.py:__init__():46] System info init done
2024-09-13 15:55:24,263 INFO    HandlerThread:2615847 [system_monitor.py:start():181] Starting system monitor
2024-09-13 15:55:24,264 INFO    SystemMonitor:2615847 [system_monitor.py:_start():145] Starting system asset monitoring threads
2024-09-13 15:55:24,264 INFO    HandlerThread:2615847 [system_monitor.py:probe():201] Collecting system info
2024-09-13 15:55:24,265 INFO    SystemMonitor:2615847 [interfaces.py:start():190] Started cpu monitoring
2024-09-13 15:55:24,266 INFO    SystemMonitor:2615847 [interfaces.py:start():190] Started disk monitoring
2024-09-13 15:55:24,270 INFO    SystemMonitor:2615847 [interfaces.py:start():190] Started gpu monitoring
2024-09-13 15:55:24,272 INFO    SystemMonitor:2615847 [interfaces.py:start():190] Started memory monitoring
2024-09-13 15:55:24,274 INFO    SystemMonitor:2615847 [interfaces.py:start():190] Started network monitoring
2024-09-13 15:55:24,503 DEBUG   HandlerThread:2615847 [system_info.py:probe():195] Probing system
2024-09-13 15:55:24,503 DEBUG   HandlerThread:2615847 [system_info.py:_probe_git():180] Probing git
2024-09-13 15:55:24,511 DEBUG   HandlerThread:2615847 [system_info.py:_probe_git():188] Probing git done
2024-09-13 15:55:24,512 DEBUG   HandlerThread:2615847 [system_info.py:probe():240] Probing system done
