2024-09-12 19:49:42,483 INFO    StreamThr :2565420 [internal.py:wandb_internal():86] W&B internal server running at pid: 2565420, started at: 2024-09-12 19:49:42.482349
2024-09-12 19:49:42,485 DEBUG   HandlerThread:2565420 [handler.py:handle_request():144] handle_request: status
2024-09-12 19:49:42,510 INFO    WriterThread:2565420 [datastore.py:open_for_write():85] open: /home/rpgsbs/r01al21/PycharmProjects/pythonProject/ES2/wandb/offline-run-20240912_194942-h6omllnq/run-h6omllnq.wandb
2024-09-12 19:49:42,570 DEBUG   HandlerThread:2565420 [handler.py:handle_request():144] handle_request: run_start
2024-09-12 19:49:42,615 DEBUG   HandlerThread:2565420 [system_info.py:__init__():31] System info init
2024-09-12 19:49:42,616 DEBUG   HandlerThread:2565420 [system_info.py:__init__():46] System info init done
2024-09-12 19:49:42,616 INFO    HandlerThread:2565420 [system_monitor.py:start():181] Starting system monitor
2024-09-12 19:49:42,618 INFO    SystemMonitor:2565420 [system_monitor.py:_start():145] Starting system asset monitoring threads
2024-09-12 19:49:42,622 INFO    SystemMonitor:2565420 [interfaces.py:start():190] Started cpu monitoring
2024-09-12 19:49:42,623 INFO    HandlerThread:2565420 [system_monitor.py:probe():201] Collecting system info
2024-09-12 19:49:42,625 INFO    SystemMonitor:2565420 [interfaces.py:start():190] Started disk monitoring
2024-09-12 19:49:42,632 INFO    SystemMonitor:2565420 [interfaces.py:start():190] Started gpu monitoring
2024-09-12 19:49:42,637 INFO    SystemMonitor:2565420 [interfaces.py:start():190] Started memory monitoring
2024-09-12 19:49:42,650 INFO    SystemMonitor:2565420 [interfaces.py:start():190] Started network monitoring
2024-09-12 19:49:42,880 DEBUG   HandlerThread:2565420 [system_info.py:probe():195] Probing system
2024-09-12 19:49:42,881 DEBUG   HandlerThread:2565420 [system_info.py:_probe_git():180] Probing git
2024-09-12 19:49:42,893 DEBUG   HandlerThread:2565420 [system_info.py:_probe_git():188] Probing git done
2024-09-12 19:49:42,893 DEBUG   HandlerThread:2565420 [system_info.py:probe():240] Probing system done
2024-09-12 19:49:42,893 DEBUG   HandlerThread:2565420 [system_monitor.py:probe():210] {'os': 'Linux-5.15.0-116-generic-x86_64-with-glibc2.17', 'python': '3.8.12', 'heartbeatAt': '2024-09-12T18:49:42.880924', 'startedAt': '2024-09-12T18:49:42.470313', 'docker': None, 'cuda': None, 'args': ('--sparse', '--seed', '41', '--disable_drelu_grad', '--sparse_init', 'ERK', '--multiplier', '1', '--lr', '0.1', '--density', '0.0005', '--update_frequency', '4000', '--epochs', '250', '--model', 'ResNet34', '--data', 'cifar10', '--decay_frequency', '30000', '--batch-size', '128', '--growth', 'gradient', '--death', 'magnitude', '--redistribution', 'none', '--l2', '1e-4', '--wandb-mode', 'dryrun'), 'state': 'running', 'program': '/home/rpgsbs/r01al21/PycharmProjects/pythonProject/ES2/main.py', 'codePath': 'main.py', 'git': {'remote': 'https://github.com/TensorStrike/ES2.git', 'commit': 'a215ea638dac5bfa908c76d796d15a02dca3e7f9'}, 'email': 'lihanou@yahoo.com', 'root': '/home/rpgsbs/r01al21/PycharmProjects/pythonProject/ES2', 'host': 'MD-058161', 'username': 'r01al21', 'executable': '/home/rpgsbs/r01al21/anaconda3/envs/pytorch_py38/bin/python', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 1317.8180833333333, 'min': 800.0, 'max': 4300.0}, 'cpu_freq_per_core': [{'current': 1005.059, 'min': 800.0, 'max': 4300.0}, {'current': 867.471, 'min': 800.0, 'max': 4300.0}, {'current': 803.244, 'min': 800.0, 'max': 4300.0}, {'current': 800.026, 'min': 800.0, 'max': 4300.0}, {'current': 800.054, 'min': 800.0, 'max': 4300.0}, {'current': 800.048, 'min': 800.0, 'max': 4300.0}, {'current': 800.049, 'min': 800.0, 'max': 4300.0}, {'current': 800.08, 'min': 800.0, 'max': 4300.0}, {'current': 801.092, 'min': 800.0, 'max': 4300.0}, {'current': 800.055, 'min': 800.0, 'max': 4300.0}, {'current': 800.143, 'min': 800.0, 'max': 4300.0}, {'current': 800.214, 'min': 800.0, 'max': 4300.0}], 'disk': {'total': 81.9483413696289, 'used': 35.80662536621094}, 'gpu': 'NVIDIA GeForce RTX 3060 Ti', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3060 Ti', 'memory_total': 8589934592}], 'memory': {'total': 15.486103057861328}}
2024-09-12 19:49:42,893 INFO    HandlerThread:2565420 [system_monitor.py:probe():211] Finished collecting system info
2024-09-12 19:49:42,894 INFO    HandlerThread:2565420 [system_monitor.py:probe():214] Publishing system info
2024-09-12 19:49:42,894 DEBUG   HandlerThread:2565420 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2024-09-12 19:49:42,896 DEBUG   HandlerThread:2565420 [system_info.py:_save_pip():67] Saving pip packages done
2024-09-12 19:49:42,896 DEBUG   HandlerThread:2565420 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2024-09-12 19:49:46,013 DEBUG   HandlerThread:2565420 [system_info.py:_save_conda():86] Saving conda packages done
2024-09-12 19:49:46,021 INFO    HandlerThread:2565420 [system_monitor.py:probe():216] Finished publishing system info
2024-09-12 19:49:47,514 DEBUG   HandlerThread:2565420 [handler.py:handle_request():144] handle_request: status_report
2024-09-12 19:49:47,514 DEBUG   SenderThread:2565420 [sender.py:send_request():406] send_request: status_report
2024-09-12 19:49:52,515 DEBUG   HandlerThread:2565420 [handler.py:handle_request():144] handle_request: status_report
2024-09-12 19:49:52,516 DEBUG   SenderThread:2565420 [sender.py:send_request():406] send_request: status_report
2024-09-12 19:49:57,516 DEBUG   HandlerThread:2565420 [handler.py:handle_request():144] handle_request: status_report
2024-09-12 19:49:57,517 DEBUG   SenderThread:2565420 [sender.py:send_request():406] send_request: status_report
2024-09-12 19:50:02,518 DEBUG   HandlerThread:2565420 [handler.py:handle_request():144] handle_request: status_report
2024-09-12 19:50:02,518 DEBUG   SenderThread:2565420 [sender.py:send_request():406] send_request: status_report
2024-09-12 19:50:07,519 DEBUG   HandlerThread:2565420 [handler.py:handle_request():144] handle_request: status_report
2024-09-12 19:50:07,519 DEBUG   SenderThread:2565420 [sender.py:send_request():406] send_request: status_report
2024-09-12 19:50:12,520 DEBUG   HandlerThread:2565420 [handler.py:handle_request():144] handle_request: status_report
2024-09-12 19:50:12,520 DEBUG   SenderThread:2565420 [sender.py:send_request():406] send_request: status_report
2024-09-12 19:50:17,521 DEBUG   HandlerThread:2565420 [handler.py:handle_request():144] handle_request: status_report
2024-09-12 19:50:17,522 DEBUG   SenderThread:2565420 [sender.py:send_request():406] send_request: status_report
2024-09-12 19:50:22,522 DEBUG   HandlerThread:2565420 [handler.py:handle_request():144] handle_request: status_report
2024-09-12 19:50:22,523 DEBUG   SenderThread:2565420 [sender.py:send_request():406] send_request: status_report
2024-09-12 19:50:27,524 DEBUG   HandlerThread:2565420 [handler.py:handle_request():144] handle_request: status_report
2024-09-12 19:50:27,524 DEBUG   SenderThread:2565420 [sender.py:send_request():406] send_request: status_report
2024-09-12 19:50:32,525 DEBUG   HandlerThread:2565420 [handler.py:handle_request():144] handle_request: status_report
2024-09-12 19:50:32,525 DEBUG   SenderThread:2565420 [sender.py:send_request():406] send_request: status_report
2024-09-12 19:50:37,526 DEBUG   HandlerThread:2565420 [handler.py:handle_request():144] handle_request: status_report
2024-09-12 19:50:37,526 DEBUG   SenderThread:2565420 [sender.py:send_request():406] send_request: status_report
2024-09-12 19:50:42,527 DEBUG   HandlerThread:2565420 [handler.py:handle_request():144] handle_request: status_report
2024-09-12 19:50:42,527 DEBUG   SenderThread:2565420 [sender.py:send_request():406] send_request: status_report
2024-09-12 19:50:42,650 DEBUG   SystemMonitor:2565420 [system_monitor.py:_start():159] Starting system metrics aggregation loop
2024-09-12 19:50:47,528 DEBUG   HandlerThread:2565420 [handler.py:handle_request():144] handle_request: status_report
2024-09-12 19:50:47,529 DEBUG   SenderThread:2565420 [sender.py:send_request():406] send_request: status_report
2024-09-12 19:50:52,530 DEBUG   HandlerThread:2565420 [handler.py:handle_request():144] handle_request: status_report
2024-09-12 19:50:52,530 DEBUG   SenderThread:2565420 [sender.py:send_request():406] send_request: status_report
2024-09-12 19:50:57,531 DEBUG   HandlerThread:2565420 [handler.py:handle_request():144] handle_request: status_report
2024-09-12 19:50:57,531 DEBUG   SenderThread:2565420 [sender.py:send_request():406] send_request: status_report
2024-09-12 19:51:02,532 DEBUG   HandlerThread:2565420 [handler.py:handle_request():144] handle_request: status_report
2024-09-12 19:51:02,533 DEBUG   SenderThread:2565420 [sender.py:send_request():406] send_request: status_report
2024-09-12 19:51:07,535 DEBUG   HandlerThread:2565420 [handler.py:handle_request():144] handle_request: status_report
2024-09-12 19:51:07,537 DEBUG   SenderThread:2565420 [sender.py:send_request():406] send_request: status_report
